img_id,object_0,anti_label,com_label,attribute
color_283_1_0_ct.png,violin,pink,brown,color
color_136_0_3_ct.png,waterfall,red,white,color
color_328_1_2_ct.png,sand dune,orange,white,color
color_429_0_1_ct.png,phone booth,silver,red,color
color_250_1_2_ct.png,umbrella shade,orange,pink,color
color_85_1_3_ct.png,thermostat,purple,white,color
color_865_0_4_ct.png,faucet handle,black,silver,color
color_204_1_2_ct.png,potted plant,black,green,color
color_347_1_0_ct.png,letter p,gray,white,color
color_301_1_4_ct.png,fluffy cloud,blue,white,color
color_39_0_0_ct.png,wiper,brown,black,color
color_748_1_1_ct.png,toilet paper holder,green,silver,color
color_430_1_3_ct.png,toe nail,black,white,color
color_455_0_4_ct.png,receipt,pink,white,color
color_432_1_1_ct.png,tennis dress,red,white,color
color_601_1_1_ct.png,hind leg,pink,white,color
color_286_1_4_ct.png,fan blade,gray,white,color
color_729_1_2_ct.png,bunny ear,silver,pink,color
color_885_0_1_ct.png,belt loop,pink,white,color
color_734_0_4_ct.png,motor boat,silver,white,color
color_1006_1_4_ct.png,yam,black,orange,color
color_791_1_2_ct.png,space shuttle,orange,white,color
color_106_1_3_ct.png,snowmobile,purple,black,color
color_785_0_3_ct.png,beer can,white,blue,color
color_7_1_1_ct.png,file cabinet,yellow,gray,color
color_236_0_3_ct.png,delivery truck,red,white,color
color_756_0_1_ct.png,spinach leaf,purple,green,color
color_611_1_0_ct.png,kite string,purple,white,color
color_254_1_2_ct.png,sweat pant,white,gray,color
color_447_1_0_ct.png,ballcap,blue,white,color
color_953_1_1_ct.png,star anise,purple,brown,color
color_213_0_4_ct.png,rearview mirror,gray,black,color
color_932_1_0_ct.png,toilet basin,green,white,color
color_924_0_2_ct.png,frisbie,pink,white,color
color_389_1_4_ct.png,flour,orange,white,color
color_460_1_0_ct.png,telephone booth,black,red,color
color_81_0_3_ct.png,toilet paper,brown,white,color
color_910_0_2_ct.png,skate shoe,yellow,black,color
color_501_1_3_ct.png,electrical wire,yellow,black,color
color_930_1_0_ct.png,tiled wall,yellow,white,color
color_104_1_2_ct.png,power pole,gray,brown,color
color_234_0_3_ct.png,sunlight,blue,yellow,color
color_612_1_1_ct.png,steam engine,purple,black,color
color_434_1_2_ct.png,long hair,yellow,brown,color
color_412_0_4_ct.png,earbuds,yellow,white,color
color_494_0_2_ct.png,splash,orange,white,color
color_540_1_2_ct.png,kale,blue,green,color
color_839_0_2_ct.png,wedding ring,red,yellow,color
color_207_0_0_ct.png,trolly,orange,red,color
color_333_0_2_ct.png,timer,green,white,color
color_229_0_3_ct.png,moss,silver,green,color
color_517_0_3_ct.png,table cover,black,white,color
color_681_1_4_ct.png,ticket,purple,white,color
color_181_0_4_ct.png,cactus,silver,green,color
color_292_0_2_ct.png,server,purple,silver,color
color_489_1_1_ct.png,skillet,purple,black,color
color_473_0_0_ct.png,elbowpad,orange,black,color
color_852_1_0_ct.png,okra,red,green,color
color_33_1_2_ct.png,broom,yellow,brown,color
color_854_1_0_ct.png,propeller blade,purple,black,color
color_776_1_0_ct.png,pimple,blue,red,color
color_571_1_4_ct.png,pupil,orange,black,color
color_167_1_2_ct.png,stuffed toy,black,brown,color
color_276_1_4_ct.png,closet door,white,brown,color
color_240_1_0_ct.png,head light,orange,white,color
color_686_1_2_ct.png,chop stick,orange,brown,color
color_499_0_3_ct.png,lime,black,green,color
color_408_0_1_ct.png,gaming controller,gray,white,color
color_440_1_2_ct.png,golf cart,black,white,color
color_595_1_3_ct.png,lava lamp,pink,blue,color
color_680_1_3_ct.png,beret,purple,black,color
color_147_1_2_ct.png,butter knife,purple,silver,color
color_868_1_3_ct.png,metal fork,black,silver,color
color_467_1_4_ct.png,laptop bag,green,black,color
color_664_1_3_ct.png,lotion,yellow,white,color
color_925_0_3_ct.png,chihuahua,white,brown,color
color_202_0_0_ct.png,smoke detector,pink,white,color
color_737_1_3_ct.png,puffy cloud,red,white,color
color_945_1_3_ct.png,moose,blue,brown,color
color_562_1_1_ct.png,dolphin,pink,blue,color
color_1_0_3_ct.png,air conditioner,pink,white,color
color_201_1_2_ct.png,wood floor,black,brown,color
color_498_1_0_ct.png,mixing bowl,brown,silver,color
color_160_0_4_ct.png,scissor,orange,silver,color
color_560_0_3_ct.png,dish rack,purple,white,color
color_78_1_3_ct.png,gazebo,green,white,color
color_893_0_1_ct.png,ballons,green,yellow,color
color_217_1_3_ct.png,taxicab,orange,yellow,color
color_272_1_4_ct.png,brocolli,black,green,color
color_191_0_2_ct.png,toilet lid,green,white,color
color_1009_0_3_ct.png,blurred tree,gray,green,color
color_125_0_1_ct.png,luggage cart,blue,white,color
color_846_1_4_ct.png,gold hand,red,yellow,color
color_27_1_2_ct.png,ceiling light,blue,white,color
color_874_1_0_ct.png,cabinet handle,red,silver,color
color_421_0_4_ct.png,laptop case,gray,black,color
color_482_0_4_ct.png,styrofoam,gray,white,color
color_654_1_1_ct.png,hawk,black,brown,color
color_857_0_3_ct.png,tennis sneaker,green,white,color
color_610_1_0_ct.png,bathrobe,orange,white,color
color_12_1_3_ct.png,window blind,pink,white,color
color_903_1_3_ct.png,round plate,blue,white,color
color_505_0_1_ct.png,nike symbol,green,white,color
color_309_1_0_ct.png,bench seat,gray,blue,color
color_141_1_3_ct.png,pocketbook,white,black,color
color_995_0_1_ct.png,wood surface,pink,brown,color
color_962_0_4_ct.png,chinese character,green,yellow,color
color_993_0_3_ct.png,cigar,purple,brown,color
color_574_1_3_ct.png,clover,silver,green,color
color_130_1_0_ct.png,linen,gray,white,color
color_991_0_3_ct.png,tan jacket,silver,brown,color
color_937_1_1_ct.png,hoop,orange,red,color
color_781_1_2_ct.png,dotted line,orange,white,color
color_948_0_3_ct.png,grain of rice,brown,white,color
color_1011_0_0_ct.png,window wiper,silver,black,color
color_98_1_0_ct.png,water tank,blue,white,color
color_223_1_3_ct.png,tree leaf,pink,green,color
color_383_0_0_ct.png,skater,blue,white,color
color_652_0_2_ct.png,wooden fence,black,brown,color
color_84_0_1_ct.png,bathtub,green,white,color
color_274_1_0_ct.png,tomato slice,silver,red,color
color_208_0_2_ct.png,frying pan,white,black,color
color_647_1_1_ct.png,flower design,black,white,color
color_615_0_2_ct.png,measuring cup,silver,white,color
color_22_1_3_ct.png,tire,blue,black,color
color_48_0_3_ct.png,forklift,white,yellow,color
color_86_0_1_ct.png,footboard,blue,brown,color
color_1015_0_3_ct.png,meat ball,green,brown,color
color_15_1_4_ct.png,power outlet,green,white,color
color_873_1_2_ct.png,rose bud,silver,orange,color
color_105_0_0_ct.png,shrub,silver,green,color
color_60_1_4_ct.png,back tire,purple,black,color
color_837_1_4_ct.png,finger nail,green,red,color
color_786_0_2_ct.png,paper napkin,black,white,color
color_42_0_1_ct.png,pumpkin,white,orange,color
color_112_1_1_ct.png,sandle,blue,brown,color
color_616_0_2_ct.png,letter f,brown,black,color
color_579_0_3_ct.png,sea water,purple,blue,color
color_722_0_4_ct.png,bodysuit,orange,black,color
color_1025_1_3_ct.png,banister slat,pink,brown,color
color_273_1_4_ct.png,egg yolk,orange,yellow,color
color_682_1_0_ct.png,backrest,gray,black,color
color_770_0_1_ct.png,veges,black,green,color
color_749_0_3_ct.png,bus tire,white,black,color
color_303_0_1_ct.png,landscape,brown,green,color
color_376_1_4_ct.png,mobile phone,brown,black,color
color_844_1_0_ct.png,tissue roll,gray,white,color
color_288_0_2_ct.png,wicker basket,pink,brown,color
color_91_1_2_ct.png,short hair,blue,black,color
color_569_1_3_ct.png,shield,brown,red,color
color_914_0_1_ct.png,messenger bag,green,black,color
color_847_1_2_ct.png,tea,green,brown,color
color_233_1_3_ct.png,litter,silver,white,color
color_394_1_4_ct.png,dress shoe,blue,black,color
color_633_0_0_ct.png,spectacle,white,black,color
color_322_0_3_ct.png,pearl,red,white,color
color_918_1_0_ct.png,dirt ground,pink,brown,color
color_586_1_0_ct.png,lorry,purple,white,color
color_6_1_1_ct.png,computer chair,brown,black,color
color_128_1_1_ct.png,shoreline,orange,brown,color
color_479_1_3_ct.png,webcam,gray,black,color
color_769_0_3_ct.png,shoe string,black,white,color
color_268_1_1_ct.png,grassy,white,green,color
color_72_1_0_ct.png,projector,pink,black,color
color_171_1_3_ct.png,air vent,pink,white,color
color_596_1_2_ct.png,opener,orange,silver,color
color_555_0_2_ct.png,mandarin,purple,orange,color
color_188_0_3_ct.png,bedside table,purple,brown,color
color_164_0_4_ct.png,double line,blue,yellow,color
color_662_0_2_ct.png,plastic chair,blue,white,color
color_414_0_1_ct.png,number 4,orange,black,color
color_399_0_1_ct.png,minute hand,purple,black,color
color_131_0_1_ct.png,chart,blue,white,color
color_1013_1_4_ct.png,fence board,purple,brown,color
color_255_0_3_ct.png,trashbag,purple,black,color
color_305_0_1_ct.png,tombstone,green,gray,color
color_209_0_2_ct.png,cupboard door,purple,white,color
color_629_0_1_ct.png,jalapeno,pink,green,color
color_821_1_1_ct.png,raquet,purple,white,color
color_525_1_0_ct.png,teaspoon,black,silver,color
color_297_1_2_ct.png,lightswitch,brown,white,color
color_339_1_1_ct.png,top hat,pink,black,color
color_314_0_3_ct.png,rear tire,pink,black,color
color_646_1_3_ct.png,pony tail,orange,brown,color
color_549_1_1_ct.png,pickle,gray,green,color
color_869_1_1_ct.png,toothbrush holder,black,blue,color
color_530_1_2_ct.png,grip tape,pink,black,color
color_475_1_0_ct.png,chef hat,silver,white,color
color_1018_1_1_ct.png,arrow shape,silver,blue,color
color_831_1_3_ct.png,hairdryer,pink,white,color
color_901_1_1_ct.png,flashlight,yellow,black,color
color_882_0_0_ct.png,handwriting,orange,black,color
color_95_0_4_ct.png,trafficlight,purple,red,color
color_398_1_0_ct.png,hour hand,brown,black,color
color_426_1_0_ct.png,jean short,black,blue,color
color_320_0_1_ct.png,bunny,purple,white,color
color_282_0_3_ct.png,belt buckle,orange,silver,color
color_313_0_0_ct.png,dolly,silver,red,color
color_608_1_0_ct.png,baby elephant,purple,gray,color
color_145_0_0_ct.png,vine,yellow,green,color
color_231_1_4_ct.png,zebra leg,green,white,color
color_814_1_4_ct.png,plastic spoon,brown,white,color
color_237_1_0_ct.png,streetlamp,yellow,black,color
color_296_0_0_ct.png,leafy bush,brown,green,color
color_235_0_4_ct.png,camper,silver,white,color
color_589_0_3_ct.png,bidet,pink,white,color
color_900_0_3_ct.png,railway,gray,red,color
color_163_1_3_ct.png,beige pant,red,white,color
color_668_0_4_ct.png,electric outlet,black,white,color
color_409_0_1_ct.png,cherry,white,red,color
color_419_1_1_ct.png,luggage tag,gray,white,color
color_31_1_0_ct.png,cabinet drawer,red,white,color
color_916_1_0_ct.png,peacock,silver,blue,color
color_740_1_0_ct.png,tress,yellow,green,color
color_980_0_3_ct.png,brown grass,silver,green,color
color_47_1_2_ct.png,door hinge,pink,silver,color
color_180_0_3_ct.png,tree top,purple,green,color
color_385_1_4_ct.png,mannequin,green,white,color
color_103_1_1_ct.png,palm tree,silver,green,color
color_736_0_1_ct.png,tennis shirt,orange,white,color
color_1028_1_2_ct.png,closed door,red,brown,color
color_287_1_2_ct.png,orchid,silver,white,color
color_418_0_0_ct.png,turbine,red,white,color
color_82_0_4_ct.png,toilet tissue,pink,white,color
color_936_1_0_ct.png,spoon handle,red,silver,color
color_4_0_3_ct.png,plant,orange,green,color
color_463_0_2_ct.png,rubber duck,red,yellow,color
color_746_1_1_ct.png,shoestring,blue,white,color
color_80_1_0_ct.png,tissue,yellow,white,color
color_392_0_0_ct.png,birthday cake,pink,white,color
color_677_1_4_ct.png,corn,green,yellow,color
color_1027_0_3_ct.png,chili bean,black,red,color
color_841_0_4_ct.png,text print,silver,white,color
color_40_0_4_ct.png,napkin holder,gray,silver,color
color_742_0_4_ct.png,water cooler,gray,blue,color
color_679_0_1_ct.png,back paw,red,white,color
color_291_1_2_ct.png,fire extinguisher,green,red,color
color_242_0_0_ct.png,globe light,orange,white,color
color_777_1_3_ct.png,silo,red,white,color
color_779_1_4_ct.png,softball,silver,yellow,color
color_956_1_0_ct.png,biscuit,red,brown,color
color_138_0_3_ct.png,freezer,red,white,color
color_934_0_1_ct.png,paving stone,black,gray,color
color_986_1_3_ct.png,protector,orange,black,color
color_997_0_4_ct.png,highway sign,orange,green,color
color_813_1_1_ct.png,camel,purple,brown,color
color_144_0_4_ct.png,extension cord,black,orange,color
color_829_1_1_ct.png,froth,green,white,color
color_124_1_3_ct.png,apartment building,pink,brown,color
color_340_0_2_ct.png,waste bin,blue,brown,color
color_346_1_1_ct.png,letter o,brown,white,color
color_431_1_1_ct.png,brakelight,silver,red,color
color_258_1_2_ct.png,outhouse,gray,blue,color
color_382_0_4_ct.png,asparagus,red,green,color
color_190_0_0_ct.png,flush handle,orange,silver,color
color_492_1_2_ct.png,propellor,blue,black,color
color_137_0_3_ct.png,kitchen towel,red,white,color
color_528_0_4_ct.png,street pole,silver,gray,color
color_862_1_0_ct.png,coal,gray,black,color
color_152_0_2_ct.png,mini blind,gray,white,color
color_26_0_3_ct.png,dining table,gray,brown,color
color_967_1_0_ct.png,grassy field,blue,green,color
color_29_0_3_ct.png,dinner plate,brown,white,color
color_509_1_1_ct.png,paper roll,blue,white,color
color_115_1_1_ct.png,school bus,blue,yellow,color
color_93_1_4_ct.png,crosswalk sign,orange,yellow,color
color_547_1_1_ct.png,nest,purple,brown,color
color_624_0_4_ct.png,number 6,purple,black,color
color_425_1_0_ct.png,sandbag,orange,white,color
color_970_1_4_ct.png,brissles,brown,white,color
color_177_0_1_ct.png,lattice,gray,white,color
color_878_1_2_ct.png,wax paper,yellow,white,color
color_75_1_1_ct.png,cobblestone,purple,gray,color
color_76_1_1_ct.png,stairway,orange,white,color
color_375_1_0_ct.png,letter c,silver,white,color
color_199_0_0_ct.png,sink faucet,yellow,silver,color
color_513_0_2_ct.png,record,pink,black,color
color_13_0_3_ct.png,leaf,pink,green,color
color_523_0_4_ct.png,kitchen cupboard,orange,brown,color
color_351_1_4_ct.png,dog's tail,green,white,color
color_210_0_4_ct.png,dish drainer,yellow,white,color
color_417_1_0_ct.png,hammer,orange,black,color
color_52_1_1_ct.png,teeth,silver,white,color
color_444_1_0_ct.png,present,blue,red,color
color_639_1_4_ct.png,houseboat,pink,white,color
color_294_0_4_ct.png,cucumber,black,green,color
color_456_1_4_ct.png,cutter,pink,silver,color
color_187_0_3_ct.png,gold frame,pink,yellow,color
color_462_1_3_ct.png,cube,red,white,color
color_246_0_2_ct.png,bulldozer,white,yellow,color
color_866_1_1_ct.png,rhino,orange,gray,color
color_449_0_4_ct.png,bus roof,black,white,color
color_747_0_0_ct.png,clementine,black,orange,color
color_859_1_0_ct.png,sink drain,red,silver,color
color_913_1_3_ct.png,snack,pink,brown,color
color_628_1_2_ct.png,broccoli leaf,silver,green,color
color_491_1_4_ct.png,knee brace,pink,black,color
color_689_0_0_ct.png,dip,green,white,color
color_584_0_3_ct.png,flamingo,black,pink,color
color_215_0_4_ct.png,mercedes,gray,black,color
color_751_1_4_ct.png,wedding cake,brown,white,color
color_824_0_4_ct.png,wash cloth,red,white,color
color_660_1_2_ct.png,direction sign,blue,green,color
color_43_1_2_ct.png,paper towel,blue,white,color
color_16_0_4_ct.png,tv set,brown,black,color
color_771_1_3_ct.png,floor plank,pink,brown,color
color_189_1_4_ct.png,wooden chair,blue,brown,color
color_581_1_0_ct.png,braid,pink,yellow,color
color_325_1_4_ct.png,broccoli,orange,green,color
color_984_1_2_ct.png,gold letter,pink,yellow,color
color_61_0_1_ct.png,sink basin,brown,white,color
color_290_0_2_ct.png,leafy tree,blue,green,color
color_465_1_0_ct.png,police car,orange,white,color
color_757_1_1_ct.png,snow flake,pink,white,color
color_102_1_2_ct.png,grassy area,purple,green,color
color_508_1_3_ct.png,fluffycloud,red,white,color
color_154_1_2_ct.png,lightpost,yellow,black,color
color_676_0_4_ct.png,cargo short,orange,brown,color
color_895_1_1_ct.png,sewing machine,green,black,color
color_920_1_2_ct.png,kitchen table,pink,brown,color
color_714_0_4_ct.png,flower decoration,orange,green,color
color_435_1_1_ct.png,railroad track,black,brown,color
color_87_1_4_ct.png,window trim,brown,white,color
color_851_0_0_ct.png,collared shirt,green,white,color
color_472_1_1_ct.png,artichoke,gray,green,color
color_827_0_0_ct.png,dessert plate,gray,white,color
color_863_0_0_ct.png,wetsuits,purple,black,color
color_410_1_0_ct.png,metal rail,red,black,color
color_592_1_0_ct.png,ferry,yellow,white,color
color_361_1_0_ct.png,kiosk,white,red,color
color_568_1_0_ct.png,life boat,yellow,orange,color
color_879_1_3_ct.png,guacamole,orange,green,color
color_982_0_4_ct.png,paint mark,gray,black,color
color_942_1_1_ct.png,game control,yellow,white,color
color_271_1_3_ct.png,broccoli head,gray,green,color
color_342_1_2_ct.png,ear bud,black,white,color
color_917_0_4_ct.png,train wheel,brown,black,color
color_622_1_4_ct.png,tail hair,white,black,color
color_135_1_0_ct.png,toolbox,gray,red,color
color_403_1_4_ct.png,wall trim,yellow,white,color
color_976_0_2_ct.png,storm cloud,white,gray,color
color_870_0_3_ct.png,dust,yellow,white,color
color_799_0_1_ct.png,chalk line,red,white,color
color_461_0_1_ct.png,paper bag,white,brown,color
color_310_1_4_ct.png,pallet,gray,brown,color
color_55_1_3_ct.png,dead leaf,gray,brown,color
color_36_0_3_ct.png,tunnel,orange,black,color
color_1019_1_0_ct.png,tulip bud,blue,purple,color
color_780_0_2_ct.png,weather vane,blue,black,color
color_795_1_1_ct.png,chalk mark,orange,white,color
color_966_1_0_ct.png,potato wedge,purple,brown,color
color_450_1_2_ct.png,windshield wiper,brown,black,color
color_548_1_4_ct.png,usb,black,white,color
color_973_0_0_ct.png,shirt.,gray,white,color
color_402_1_4_ct.png,bike seat,purple,black,color
color_30_0_4_ct.png,brick sidewalk,white,red,color
color_983_1_4_ct.png,plastic fork,pink,white,color
color_521_0_3_ct.png,toliet,black,white,color
color_176_0_3_ct.png,metal railing,gray,black,color
color_232_1_3_ct.png,antelope,blue,brown,color
color_665_0_1_ct.png,telephone wire,orange,black,color
color_326_0_4_ct.png,teacup,brown,white,color
color_10_0_2_ct.png,toy car,green,red,color
color_122_1_4_ct.png,flake,yellow,white,color
color_198_1_0_ct.png,bath tub,silver,white,color
color_476_1_3_ct.png,knit cap,green,black,color
color_256_1_1_ct.png,smile,red,white,color
color_363_1_0_ct.png,oval,brown,white,color
color_931_0_2_ct.png,zipper pull,red,silver,color
color_466_1_4_ct.png,horse hoof,yellow,brown,color
color_44_1_0_ct.png,tomato,silver,red,color
color_632_1_0_ct.png,skort,green,white,color
color_41_0_0_ct.png,pool,green,blue,color
color_46_1_4_ct.png,driveway,red,gray,color
color_894_1_3_ct.png,grocery bag,brown,white,color
color_778_1_4_ct.png,tree bark,pink,brown,color
color_992_0_0_ct.png,snap bean,pink,green,color
color_669_0_4_ct.png,colander,gray,silver,color
color_248_0_4_ct.png,highway,purple,gray,color
color_323_0_1_ct.png,salt shaker,pink,white,color
color_933_1_1_ct.png,bread slice,white,brown,color
color_69_0_3_ct.png,toilet,red,white,color
color_840_1_0_ct.png,tour bus,red,white,color
color_641_0_2_ct.png,blonde hair,pink,yellow,color
color_567_1_4_ct.png,tree line,black,green,color
color_522_0_1_ct.png,cooktop,pink,black,color
color_861_0_4_ct.png,serving tray,purple,white,color
color_944_0_3_ct.png,bear cub,yellow,brown,color
color_564_0_2_ct.png,converse,silver,white,color
color_516_1_0_ct.png,motorcyclist,yellow,black,color
color_354_1_1_ct.png,pouch,silver,black,color
color_293_1_2_ct.png,lab coat,silver,white,color
color_497_0_2_ct.png,hutch,blue,brown,color
color_587_0_2_ct.png,earth,black,brown,color
color_247_1_0_ct.png,fern,yellow,green,color
color_366_0_4_ct.png,bike wheel,purple,black,color
color_850_0_2_ct.png,teddybear,silver,brown,color
color_858_0_3_ct.png,safety jacket,pink,yellow,color
color_524_1_0_ct.png,wooden bench,red,brown,color
color_113_0_3_ct.png,powerline,yellow,black,color
color_477_1_4_ct.png,sun glass,orange,black,color
color_643_0_2_ct.png,mud,purple,brown,color
color_458_0_4_ct.png,wiimote,black,white,color
color_926_0_1_ct.png,uniform shirt,orange,blue,color
color_384_1_4_ct.png,game controller,yellow,white,color
color_51_0_4_ct.png,night table,white,brown,color
color_2_1_2_ct.png,tape dispenser,red,black,color
color_203_0_1_ct.png,bed post,black,white,color
color_565_1_0_ct.png,ankle sock,blue,white,color
color_965_1_4_ct.png,concrete sidewalk,orange,gray,color
color_849_1_2_ct.png,mint leaf,silver,green,color
color_935_0_3_ct.png,wall divider,brown,gray,color
color_433_1_0_ct.png,polar bear,yellow,white,color
color_192_0_1_ct.png,toilet handle,red,silver,color
color_909_1_1_ct.png,broccoli stalk,orange,green,color
color_988_0_1_ct.png,plate stack,orange,white,color
color_949_1_2_ct.png,tv remote,orange,black,color
color_816_0_4_ct.png,wind sock,pink,red,color
color_855_1_1_ct.png,eyeball,purple,black,color
color_151_1_3_ct.png,pea,purple,green,color
color_267_1_3_ct.png,valley,gray,green,color
color_416_1_0_ct.png,riding boot,blue,black,color
color_912_0_2_ct.png,daytime sky,red,blue,color
color_443_0_1_ct.png,plastic container,red,white,color
color_157_0_4_ct.png,pc,green,black,color
color_485_0_1_ct.png,bruise,black,brown,color
color_331_1_0_ct.png,moustache,pink,black,color
color_329_0_1_ct.png,plant leaf,blue,green,color
color_393_0_0_ct.png,soccer shoe,red,yellow,color
color_457_0_4_ct.png,tricycle,green,red,color
color_459_0_4_ct.png,woman's hair,black,brown,color
color_241_0_1_ct.png,number 9,silver,black,color
color_940_1_4_ct.png,basil leaf,pink,green,color
color_362_1_0_ct.png,back wheel,silver,black,color
color_165_0_1_ct.png,power button,gray,red,color
color_817_1_2_ct.png,birthday candle,orange,pink,color
color_295_1_2_ct.png,carrot,blue,orange,color
color_902_1_4_ct.png,scallop,orange,brown,color
color_364_0_3_ct.png,vending machine,blue,red,color
color_186_1_4_ct.png,bed cover,yellow,white,color
color_651_1_3_ct.png,fighter jet,red,gray,color
color_623_1_1_ct.png,man's shoe,blue,black,color
color_116_0_4_ct.png,number 5,blue,black,color
color_28_0_4_ct.png,lettuce,black,green,color
