img_id,object_0,anti_label,com_label,attribute
shape_297_3_1_ct.png,walkway,oval,square,shape
shape_3_4_1_ct.png,tire,star,round,shape
shape_108_3_0_ct.png,chain,square,round,shape
shape_327_3_1_ct.png,pet toy,polygon,round,shape
shape_327_2_0_ct.png,pet toy,polygon,round,shape
shape_264_4_1_ct.png,white object,heart,round,shape
shape_291_3_0_ct.png,concrete,heart,square,shape
shape_90_2_1_ct.png,burner,polygon,round,shape
shape_371_2_1_ct.png,building window,oval,square,shape
shape_373_3_1_ct.png,framed art,round,square,shape
shape_244_3_0_ct.png,tortilla,heart,round,shape
shape_219_1_1_ct.png,flooring,star,square,shape
shape_262_3_0_ct.png,wreath,semicircle,round,shape
shape_314_2_1_ct.png,cherry,polygon,round,shape
shape_411_0_0_ct.png,sidewalk block,rectangle,square,shape
shape_152_3_0_ct.png,something,octagon,square,shape
shape_126_2_0_ct.png,side mirror,rectangle,round,shape
shape_410_2_0_ct.png,cornbread,rhombus,square,shape
shape_185_0_0_ct.png,floor tile,cross,square,shape
shape_274_2_0_ct.png,clockface,square,round,shape
shape_93_4_0_ct.png,broccoli,rhombus,round,shape
shape_233_4_1_ct.png,lock,heart,round,shape
shape_49_1_0_ct.png,statue,cross,round,shape
shape_127_4_1_ct.png,yellow sign,heart,rhombus,shape
shape_195_1_1_ct.png,plastic container,heart,square,shape
shape_358_1_1_ct.png,circle graphic,cross,round,shape
shape_331_3_0_ct.png,sliced orange,star,round,shape
shape_195_2_1_ct.png,plastic container,heart,square,shape
shape_49_2_1_ct.png,statue,cross,round,shape
shape_375_1_1_ct.png,medallion,star,round,shape
shape_131_3_1_ct.png,computer,star,square,shape
shape_113_3_0_ct.png,laptop,rectangle,square,shape
shape_329_2_1_ct.png,cart,heart,square,shape
shape_27_0_0_ct.png,fireplace,cross,square,shape
shape_386_1_1_ct.png,hook,heart,round,shape
shape_145_4_0_ct.png,railing,star,round,shape
shape_152_4_1_ct.png,something,octagon,square,shape
shape_16_0_0_ct.png,dining table,rectangle,round,shape
shape_163_1_0_ct.png,light bulb,heart,round,shape
shape_161_2_1_ct.png,eyeglass,star,oval,shape
shape_244_3_1_ct.png,tortilla,heart,round,shape
shape_280_2_0_ct.png,power button,polygon,round,shape
shape_339_1_1_ct.png,salt shaker,rectangle,round,shape
shape_334_4_1_ct.png,red light,rectangle,round,shape
shape_221_2_1_ct.png,door knob,heart,round,shape
shape_303_4_0_ct.png,baseball field,oval,rhombus,shape
shape_112_2_0_ct.png,bin,polygon,square,shape
shape_140_4_1_ct.png,kumquat,star,round,shape
shape_229_0_0_ct.png,hand sink,oval,round,shape
shape_303_0_0_ct.png,baseball field,oval,rhombus,shape
shape_198_2_1_ct.png,grapefruit,oval,round,shape
shape_108_4_1_ct.png,chain,square,round,shape
shape_214_1_1_ct.png,pizza cutter,heart,round,shape
shape_189_2_0_ct.png,mat,square,round,shape
shape_323_4_1_ct.png,tile wall,octagon,square,shape
shape_181_4_1_ct.png,jar,oval,round,shape
shape_211_0_0_ct.png,computer monitor,heart,square,shape
shape_195_1_0_ct.png,plastic container,heart,square,shape
shape_189_0_0_ct.png,mat,square,round,shape
shape_180_2_0_ct.png,soap dish,star,round,shape
shape_369_0_1_ct.png,cement arch,heart,round,shape
shape_283_4_0_ct.png,tent,heart,square,shape
shape_191_2_1_ct.png,person,octagon,round,shape
shape_115_4_0_ct.png,pie,heart,round,shape
shape_359_4_0_ct.png,onion ring,rhombus,round,shape
shape_410_1_0_ct.png,cornbread,rhombus,square,shape
shape_198_3_1_ct.png,grapefruit,oval,round,shape
shape_129_0_1_ct.png,buckle,star,square,shape
shape_289_1_0_ct.png,pasta,heart,round,shape
shape_370_4_0_ct.png,white light,rectangle,round,shape
shape_27_1_1_ct.png,fireplace,cross,square,shape
shape_273_0_0_ct.png,stick,heart,round,shape
shape_126_1_0_ct.png,side mirror,rectangle,round,shape
shape_36_0_0_ct.png,bulb,oval,round,shape
shape_415_4_1_ct.png,windwo,octagon,round,shape
shape_65_2_1_ct.png,potato,oval,round,shape
shape_100_3_1_ct.png,clock face,rhombus,round,shape
shape_190_1_1_ct.png,electrical box,rhombus,square,shape
shape_237_3_0_ct.png,thing,star,round,shape
shape_11_4_0_ct.png,sink basin,triangle,round,shape
shape_146_4_0_ct.png,insignia,polygon,round,shape
shape_369_4_0_ct.png,cement arch,heart,round,shape
shape_293_2_0_ct.png,orange fruit,triangle,round,shape
shape_184_4_0_ct.png,avocado,star,round,shape
shape_354_0_0_ct.png,white sign,heart,square,shape
shape_396_4_0_ct.png,cloth,square,triangle,shape
shape_251_4_1_ct.png,fan unit,triangle,round,shape
shape_86_3_0_ct.png,chair back,heart,round,shape
shape_223_2_1_ct.png,purse,triangle,round,shape
shape_181_3_0_ct.png,jar,oval,round,shape
shape_166_2_0_ct.png,bathmat,rectangle,round,shape
shape_364_4_0_ct.png,white sink,polygon,round,shape
shape_393_1_1_ct.png,cheese piece,triangle,square,shape
shape_386_2_0_ct.png,hook,heart,round,shape
shape_5_2_1_ct.png,doughnut,polygon,round,shape
shape_233_2_1_ct.png,lock,heart,round,shape
shape_409_4_1_ct.png,cement ball,cross,round,shape
shape_86_2_0_ct.png,chair back,heart,round,shape
shape_88_2_1_ct.png,television,star,square,shape
shape_51_4_1_ct.png,head light,oval,round,shape
shape_383_0_0_ct.png,pizza tray,square,round,shape
shape_113_3_1_ct.png,laptop,rectangle,square,shape
shape_411_1_1_ct.png,sidewalk block,rectangle,square,shape
shape_239_4_1_ct.png,serving plate,rhombus,round,shape
shape_8_4_1_ct.png,street light,oval,round,shape
shape_273_2_1_ct.png,stick,heart,round,shape
shape_166_0_0_ct.png,bathmat,rectangle,round,shape
shape_288_3_0_ct.png,satellite dish,cross,round,shape
shape_334_3_0_ct.png,red light,rectangle,round,shape
shape_219_3_1_ct.png,flooring,star,square,shape
shape_170_1_0_ct.png,watermelon,heart,round,shape
shape_281_4_0_ct.png,towel,oval,square,shape
shape_274_1_0_ct.png,clockface,square,round,shape
shape_285_4_0_ct.png,book,cross,square,shape
shape_221_2_0_ct.png,door knob,heart,round,shape
shape_162_0_1_ct.png,collar,oval,round,shape
shape_352_3_1_ct.png,silver button,cross,round,shape
shape_134_2_1_ct.png,pastry,polygon,round,shape
shape_346_4_0_ct.png,pitchers mound,cross,round,shape
shape_315_3_0_ct.png,pavers,round,square,shape
shape_386_4_0_ct.png,hook,heart,round,shape
shape_322_2_0_ct.png,concrete tile,octagon,square,shape
shape_60_0_0_ct.png,tomato,heart,round,shape
shape_226_3_1_ct.png,clock frame,semicircle,square,shape
shape_211_3_0_ct.png,computer monitor,heart,square,shape
shape_271_4_1_ct.png,tie,oval,cross,shape
shape_342_2_1_ct.png,mini pizza,heart,round,shape
shape_15_1_1_ct.png,globe,polygon,round,shape
shape_5_4_1_ct.png,doughnut,polygon,round,shape
shape_103_0_0_ct.png,moon,semicircle,round,shape
shape_321_3_0_ct.png,chandelier,polygon,round,shape
shape_399_4_0_ct.png,black wheel,triangle,round,shape
shape_254_0_0_ct.png,brownie,star,square,shape
shape_324_4_1_ct.png,server,semicircle,triangle,shape
shape_343_4_1_ct.png,green light,oval,round,shape
shape_249_1_1_ct.png,wall tile,rhombus,square,shape
shape_369_4_1_ct.png,cement arch,heart,round,shape
shape_58_3_1_ct.png,bath tub,polygon,oval,shape
shape_314_4_1_ct.png,cherry,polygon,round,shape
shape_55_3_1_ct.png,plant,octagon,round,shape
shape_393_4_0_ct.png,cheese piece,triangle,square,shape
shape_352_0_0_ct.png,silver button,cross,round,shape
shape_134_2_0_ct.png,pastry,polygon,round,shape
shape_13_3_1_ct.png,handle,semicircle,round,shape
shape_18_2_0_ct.png,hat,polygon,round,shape
shape_395_4_0_ct.png,white saucer,polygon,round,shape
shape_235_1_1_ct.png,cereal piece,triangle,round,shape
shape_290_3_1_ct.png,pancake,polygon,round,shape
shape_185_0_1_ct.png,floor tile,cross,square,shape
shape_338_1_0_ct.png,end table,rhombus,square,shape
shape_225_3_0_ct.png,dirt patch,heart,round,shape
shape_163_3_0_ct.png,light bulb,heart,round,shape
shape_317_2_1_ct.png,security camera,polygon,round,shape
shape_217_1_0_ct.png,medal,oval,round,shape
shape_253_1_1_ct.png,foil,star,square,shape
shape_362_4_0_ct.png,pink hat,oval,round,shape
shape_403_1_0_ct.png,eye hole,star,round,shape
shape_368_2_1_ct.png,yellow patch,rectangle,square,shape
shape_193_4_0_ct.png,tangerine,cross,round,shape
shape_221_3_0_ct.png,door knob,heart,round,shape
shape_267_4_0_ct.png,blueberry,star,round,shape
shape_290_4_0_ct.png,pancake,polygon,round,shape
shape_368_2_0_ct.png,yellow patch,rectangle,square,shape
shape_41_4_1_ct.png,red sign,polygon,round,shape
shape_15_0_1_ct.png,globe,polygon,round,shape
shape_18_4_0_ct.png,hat,polygon,round,shape
shape_16_1_0_ct.png,dining table,rectangle,round,shape
shape_69_2_1_ct.png,portrait,triangle,round,shape
shape_87_3_1_ct.png,tv,polygon,square,shape
shape_170_2_1_ct.png,watermelon,heart,round,shape
shape_126_2_1_ct.png,side mirror,rectangle,round,shape
shape_342_3_1_ct.png,mini pizza,heart,round,shape
shape_407_4_1_ct.png,motorcycle wheel,polygon,round,shape
shape_350_3_0_ct.png,sunlight,oval,square,shape
shape_300_4_1_ct.png,billboard,round,square,shape
shape_400_1_0_ct.png,sushi,star,round,shape
shape_67_0_0_ct.png,edge,semicircle,round,shape
shape_396_2_1_ct.png,cloth,square,triangle,shape
shape_280_2_1_ct.png,power button,polygon,round,shape
shape_414_4_0_ct.png,broccoli floret,star,round,shape
shape_116_4_1_ct.png,trunk,triangle,round,shape
shape_385_0_1_ct.png,glass table,polygon,round,shape
shape_402_2_0_ct.png,bright light,heart,round,shape
shape_0_1_1_ct.png,light,cross,round,shape
shape_151_1_0_ct.png,diamond,oval,rhombus,shape
shape_391_1_0_ct.png,vehicle light,heart,square,shape
shape_233_2_0_ct.png,lock,heart,round,shape
shape_212_3_1_ct.png,birthday cake,square,round,shape
shape_409_2_0_ct.png,cement ball,cross,round,shape
shape_214_1_0_ct.png,pizza cutter,heart,round,shape
shape_343_4_0_ct.png,green light,oval,round,shape
shape_267_3_1_ct.png,blueberry,star,round,shape
shape_417_0_0_ct.png,parquet floor,polygon,square,shape
shape_358_1_0_ct.png,circle graphic,cross,round,shape
shape_380_1_0_ct.png,diamond pattern,cross,rhombus,shape
shape_163_0_0_ct.png,light bulb,heart,round,shape
shape_333_1_0_ct.png,airplane engine,heart,round,shape
shape_404_2_1_ct.png,bowling ball,polygon,round,shape
shape_96_1_1_ct.png,dial,triangle,round,shape
shape_360_2_0_ct.png,remote,polygon,round,shape
shape_63_2_1_ct.png,donut,oval,round,shape
shape_256_1_1_ct.png,wire,rectangle,square,shape
shape_60_1_1_ct.png,tomato,heart,round,shape
shape_264_3_0_ct.png,white object,heart,round,shape
shape_331_2_0_ct.png,sliced orange,star,round,shape
shape_375_0_1_ct.png,medallion,star,round,shape
shape_387_4_0_ct.png,white button,oval,round,shape
shape_64_2_0_ct.png,fruit,star,round,shape
shape_232_0_1_ct.png,cut-outs,heart,oval,shape
shape_159_1_0_ct.png,earing,heart,round,shape
shape_409_1_1_ct.png,cement ball,cross,round,shape
shape_166_3_0_ct.png,bathmat,rectangle,round,shape
shape_81_2_0_ct.png,pole,cross,round,shape
shape_19_4_0_ct.png,pedestal,polygon,square,shape
shape_282_0_1_ct.png,pizza pan,rectangle,round,shape
shape_375_0_0_ct.png,medallion,star,round,shape
shape_355_4_0_ct.png,yellow light,triangle,round,shape
shape_379_2_1_ct.png,wooden post,star,square,shape
shape_106_3_0_ct.png,keychain,octagon,round,shape
shape_339_4_1_ct.png,salt shaker,rectangle,round,shape
shape_325_4_1_ct.png,biscuit,polygon,round,shape
shape_225_2_1_ct.png,dirt patch,heart,round,shape
shape_225_3_1_ct.png,dirt patch,heart,round,shape
shape_108_3_1_ct.png,chain,square,round,shape
shape_264_2_1_ct.png,white object,heart,round,shape
shape_274_4_1_ct.png,clockface,square,round,shape
shape_360_4_1_ct.png,remote,polygon,round,shape
shape_2_4_1_ct.png,monitor,polygon,square,shape
shape_170_1_1_ct.png,watermelon,heart,round,shape
shape_103_3_1_ct.png,moon,semicircle,round,shape
shape_169_0_0_ct.png,tin,oval,round,shape
shape_6_1_0_ct.png,bread,oval,round,shape
shape_25_1_1_ct.png,ceiling,triangle,round,shape
shape_343_2_0_ct.png,green light,oval,round,shape
shape_11_0_0_ct.png,sink basin,triangle,round,shape
shape_127_0_1_ct.png,yellow sign,heart,rhombus,shape
shape_3_1_0_ct.png,tire,star,round,shape
shape_402_2_1_ct.png,bright light,heart,round,shape
shape_253_0_0_ct.png,foil,star,square,shape
shape_400_0_0_ct.png,sushi,star,round,shape
shape_121_2_1_ct.png,streetlight,square,round,shape
shape_404_4_1_ct.png,bowling ball,polygon,round,shape
shape_3_4_0_ct.png,tire,star,round,shape
shape_355_2_0_ct.png,yellow light,triangle,round,shape
shape_58_3_0_ct.png,bath tub,polygon,oval,shape
shape_127_4_0_ct.png,yellow sign,heart,rhombus,shape
shape_121_0_1_ct.png,streetlight,square,round,shape
shape_317_2_0_ct.png,security camera,polygon,round,shape
shape_402_4_1_ct.png,bright light,heart,round,shape
shape_331_1_0_ct.png,sliced orange,star,round,shape
shape_366_3_0_ct.png,paver,octagon,square,shape
shape_152_4_0_ct.png,something,octagon,square,shape
shape_159_4_0_ct.png,earing,heart,round,shape
shape_364_3_0_ct.png,white sink,polygon,round,shape
shape_184_1_1_ct.png,avocado,star,round,shape
shape_29_1_0_ct.png,desk,square,rectangle,shape
shape_370_2_0_ct.png,white light,rectangle,round,shape
shape_340_1_1_ct.png,pavement,triangle,square,shape
shape_240_1_0_ct.png,mattress,triangle,square,shape
shape_314_4_0_ct.png,cherry,polygon,round,shape
shape_151_0_0_ct.png,diamond,oval,rhombus,shape
shape_229_0_1_ct.png,hand sink,oval,round,shape
shape_58_4_1_ct.png,bath tub,polygon,oval,shape
shape_90_3_1_ct.png,burner,polygon,round,shape
shape_182_3_0_ct.png,black tire,heart,round,shape
shape_38_3_0_ct.png,pumpkin,rhombus,round,shape
shape_159_1_1_ct.png,earing,heart,round,shape
shape_320_4_1_ct.png,horn,heart,round,shape
shape_342_4_1_ct.png,mini pizza,heart,round,shape
shape_396_4_1_ct.png,cloth,square,triangle,shape
shape_217_2_0_ct.png,medal,oval,round,shape
shape_60_4_1_ct.png,tomato,heart,round,shape
shape_180_2_1_ct.png,soap dish,star,round,shape
shape_16_1_1_ct.png,dining table,rectangle,round,shape
